project_id,project_title,domain,sub_domains,description,tools,technologies,languages,tasks
PRJ04257,Smart NFT Platforms System,Blockchain,NFT Platforms,"An end-to-end NFT Platforms application built to provide non-profits with real-time insights and actionable analytics. Built primarily with Solidity and Bash, using TensorFlow and GraphDB, with MLflow for version control and workflow tracking.",MLflow; Travis CI; Apache Airflow; ArgoCD; GitHub,TensorFlow; GraphDB; PostgreSQL; gRPC; Django; Scikit-learn,Solidity; Bash; JavaScript,data preprocessing; documentation writing; integration testing; hyperparameter tuning; user authentication implementation; version control management; requirement gathering
PRJ04258,Infrastructure as Code Data Pipeline,Cloud Computing,Infrastructure as Code; Cloud Migration,"This project modernizes infrastructure as code operations, replacing spreadsheets and manual tracking with an automated system for enterprises. Built primarily with R and MATLAB, using TensorFlow and WebSockets, with Vagrant for version control and workflow tracking.",Vagrant; Weights & Biases; Helm,TensorFlow; WebSockets; Flask; OAuth2; Unity,R; MATLAB; Scala,code review; third-party API integration; security auditing; stakeholder presentations; UX research; hyperparameter tuning; data preprocessing
PRJ04259,Next-Gen NoSQL Databases Portal,Database Systems,NoSQL Databases; Relational Databases,"Developed over multiple sprints, this NoSQL Databases product addresses core pain points reported by developers during early user research. Built primarily with MATLAB and Ruby, using OAuth2 and Ruby on Rails, with GitHub for version control and workflow tracking.",GitHub; Insomnia; Vagrant; Apache Kafka; Tableau,OAuth2; Ruby on Rails; OpenCV,MATLAB; Ruby; C++,deployment automation; data visualization; API development; container orchestration; integration testing; requirement gathering; third-party API integration
PRJ04260,Self-Service Virtual Classrooms Portal for Students,Education Technology,Virtual Classrooms,"A microservices-based Virtual Classrooms application designed to integrate smoothly with existing systems used by students. Built primarily with Ruby, using OpenCV and FastAPI, with Postman for version control and workflow tracking.",Postman; Cypress; Slack,OpenCV; FastAPI; Laravel; GraphQL,Ruby,load testing; container orchestration; unit testing; integration testing
PRJ04261,Prism Immersive Storytelling Hub,Augmented & Virtual Reality,Immersive Storytelling,"A microservices-based Immersive Storytelling application designed to integrate smoothly with existing systems used by startups. Built primarily with R, using JWT and Angular, with Vagrant for version control and workflow tracking.",Vagrant; Metasploit; Terraform; Apache Airflow; Helm,JWT; Angular; React; Node.js; GraphQL; Express.js,R,stakeholder presentations; integration testing; database schema design; cloud infrastructure setup; container orchestration; third-party API integration; monitoring setup
PRJ04262,Automotive Systems Insights for Retailers,Embedded Systems,Automotive Systems,"A data-driven Automotive Systems platform that combines automation, reporting, and integrations to support retailers at scale. Built primarily with C and Solidity, using Spring Boot and MongoDB, with Nginx for version control and workflow tracking.",Nginx; Prometheus; Figma,Spring Boot; MongoDB; MySQL; Vue.js; Hyperledger Fabric,C; Solidity,feature engineering; data preprocessing; unit testing; data visualization; code review; stakeholder presentations; deployment automation; UX research
PRJ04263,Self-Service HR Management Systems Portal for Developers,Enterprise Software,HR Management Systems,"A HR Management Systems solution designed to help developers streamline their operations through automation and data-driven insights. Built primarily with Go and C, using Scikit-learn and Unity, with Wireshark for version control and workflow tracking.",Wireshark; Metasploit; Apache Airflow; Helm,Scikit-learn; Unity; Next.js; TensorFlow,Go; C,frontend UI implementation; performance optimization; data visualization; CI/CD pipeline setup; documentation writing; system architecture design; requirement gathering
PRJ04264,Vector Supervised Learning Hub,Machine Learning,Supervised Learning; Anomaly Detection,"Built using an agile development approach, this supervised learning initiative helps manufacturers cut manual effort and speed up daily operations. Built primarily with Bash and Ruby, using Node.js and Bootstrap, with Kubernetes for version control and workflow tracking.",Kubernetes; Nginx; Burp Suite; Jupyter Notebook; Slack; PyCharm,Node.js; Bootstrap; PostgreSQL; GraphQL,Bash; Ruby,performance optimization; API development; requirement gathering; integration testing; cloud infrastructure setup
PRJ04265,AI-Powered Generative AI Tool,Artificial Intelligence,Generative AI,"Developed over multiple sprints, this Generative AI product addresses core pain points reported by remote teams during early user research. Built primarily with JavaScript, using Node.js and Angular, with RabbitMQ for version control and workflow tracking.",RabbitMQ; Slack; Jira; Tableau; Insomnia,Node.js; Angular; ASP.NET Core; Express.js,JavaScript,hyperparameter tuning; integration testing; deployment automation; load testing; container orchestration; model evaluation; data preprocessing
PRJ04266,Robotics Recommendation Engine,Artificial Intelligence,Robotics,"A Robotics solution designed to help non-profits streamline their operations through automation and data-driven insights. Built primarily with C#, using Ethereum and OAuth2, with PyCharm for version control and workflow tracking.",PyCharm; Git; Jupyter Notebook; CircleCI,Ethereum; OAuth2; Microsoft Azure; PyTorch; Unity,C#,documentation writing; version control management; UX research; API development; bug fixing; monitoring setup; backend service implementation; third-party API integration
PRJ04267,Automated Computer Vision Framework,Deep Learning,Computer Vision; Natural Language Processing,"Developed over multiple sprints, this Computer Vision product addresses core pain points reported by healthcare providers during early user research. Built primarily with JavaScript and MATLAB, using Solidity and Snowflake, with Grafana for version control and workflow tracking.",Grafana; Git; Kubernetes; Jenkins; CircleCI; Travis CI,Solidity; Snowflake; Ruby on Rails; Elasticsearch,JavaScript; MATLAB,cloud infrastructure setup; load testing; feature engineering; data preprocessing
PRJ04268,Real-Time AR Mobile Apps Monitor,Mobile Development,AR Mobile Apps,"A AR Mobile Apps solution designed to help farmers streamline their operations through automation and data-driven insights. Built primarily with Bash and C#, using Angular and Kafka Streams, with Apache Airflow for version control and workflow tracking.",Apache Airflow; Apache Kafka; Power BI,Angular; Kafka Streams; Node.js; Spring Boot; Elasticsearch,Bash; C#; JavaScript; MATLAB,backend service implementation; stakeholder presentations; data visualization; hyperparameter tuning; security auditing; requirement gathering; user authentication implementation
PRJ04269,CRM Systems Optimization Engine,Enterprise Software,CRM Systems,"Developed over multiple sprints, this CRM Systems product addresses core pain points reported by educators during early user research. Built primarily with Rust, using WebSockets and MongoDB, with Jupyter Notebook for version control and workflow tracking.",Jupyter Notebook; GitLab; Apache Airflow; Weights & Biases; Vagrant; Nginx,WebSockets; MongoDB; ASP.NET Core; OpenCV; GraphQL; Keras,Rust,user authentication implementation; documentation writing; UX research; bug fixing; frontend UI implementation; data preprocessing
PRJ04270,Wearable Sensors Insights for Remote Teams,Internet of Things,Wearable Sensors; Fleet Tracking,"A production-grade Wearable Sensors system engineered for high availability, giving remote teams a dependable tool for day-to-day operations. Built primarily with MATLAB and Dart, using gRPC and PyTorch, with Kubernetes for version control and workflow tracking.",Kubernetes; Vagrant; Tableau; Figma,gRPC; PyTorch; Hugging Face Transformers; Angular,MATLAB; Dart,load testing; feature engineering; hyperparameter tuning; unit testing; model evaluation; integration testing; third-party API integration; version control management
PRJ04271,Gamified Learning Recommendation Engine,Education Technology,Gamified Learning; Online Course Platforms,"This project modernizes gamified learning operations, replacing spreadsheets and manual tracking with an automated system for retailers. Built primarily with Bash and Scala, using MySQL and Flask, with MLflow for version control and workflow tracking.",MLflow; Docker Compose; CircleCI; Tableau; SonarQube; Docker,MySQL; Flask; GraphDB; TensorFlow,Bash; Scala; PHP; Kotlin,third-party API integration; unit testing; data preprocessing; model evaluation
